1.953007000578865558e-07 3.552049893512750919e-17
1.998512273631540043e-07 3.093577102356391175e-17
2.045076785309565055e-07 2.694288863471460144e-17
2.092727255145832678e-07 2.346529899582074430e-17
2.141488494135170666e-07 2.043654188536987166e-17
2.191385313272406777e-07 1.779874612793251252e-17
2.242444432090433093e-07 1.550142971939578558e-17
2.294692570122141431e-07 1.350065521811426842e-17
2.348160263976550669e-07 1.175805543801043802e-17
2.402872324648488830e-07 1.024041946832599315e-17
2.458859288746975057e-07 8.918665363464710313e-18
2.516149784342964698e-07 7.767530944536024802e-18
2.574776256583540958e-07 6.764955937419543176e-18
2.634769242077722980e-07 5.891778974326198247e-18
2.696159277434528850e-07 5.131315247372632182e-18
2.758978807801042301e-07 4.469014760776118828e-18
2.823264095400473599e-07 3.892180365921709480e-18
2.889045676841841360e-07 3.389811512037851043e-18
2.956359814348356379e-07 2.952284934084115583e-18
3.025242770143228393e-07 2.571228271832552853e-18
3.095730806449667669e-07 2.239354782973819944e-18
3.167862094028948004e-07 1.950313599636567698e-18
3.241672895104279135e-07 1.698583610347527159e-18
3.317203288974999979e-07 1.479345310131379290e-18
3.394495263478511925e-07 1.288400418673017031e-18
3.473586989376086653e-07 1.122103817446957474e-18
3.554520454505127669e-07 9.772732872152222860e-19
3.637341463779162366e-07 8.511335556807341078e-19
3.722092005035592662e-07 7.412753318878359809e-19
3.808815974649882948e-07 6.455981143828469431e-19
3.897561086073626265e-07 5.622696358913185168e-19
3.988375052758415124e-07 4.896956998754803688e-19
4.081303679617777977e-07 4.264899443613432540e-19
4.176398497179433868e-07 3.714417357944305151e-19
4.273709127433039368e-07 3.234987066877085043e-19
4.373287100906314582e-07 2.817438226948279715e-19
4.475183948126978024e-07 2.453787888398345491e-19
4.579455016698878976e-07 2.137074250640036045e-19
4.686157562763926547e-07 1.861234551193207045e-19
4.795345025387904901e-07 1.621001058281131958e-19
4.907076569250788264e-07 1.411774993625218824e-19
5.021411359032551393e-07 1.229554333702643456e-19
5.138410467951231518e-07 1.070852866788982869e-19
5.258134969224869043e-07 9.326361114381086087e-20
5.380649753147628261e-07 8.122585799587231141e-20
5.506017801475610459e-07 7.074194917117100984e-20
5.634307821579110168e-07 6.161114954641945137e-20
5.765588520828418742e-07 5.365879485146099725e-20
5.899926698055766648e-07 4.673294331165253182e-20
6.037394877707574421e-07 4.070102904542032931e-20
6.178065584230261533e-07 3.544768268389249446e-20
6.322015159146375581e-07 3.087235748382250750e-20
6.469318035440402216e-07 2.688760007268114746e-20
6.620052463172953094e-07 2.341717629777369429e-20
6.774300509480763756e-07 2.039465808026380392e-20
6.932140424424449034e-07 1.776229732773143925e-20
7.093660000754938768e-07 1.546967191259339446e-20
7.258941305608969558e-07 1.347298052732012895e-20
7.428075948813601482e-07 1.173398302035115840e-20
7.601149814581699262e-07 1.021945643054539822e-20
7.778256421278382801e-07 8.900411757358000526e-21
7.959489287268775181e-07 7.751620632065526069e-21
8.144945747994124424e-07 6.751101595910290919e-21
8.334723138895678558e-07 5.879722757162112193e-21
8.528922612490812667e-07 5.120813708996293775e-21
8.727645321296903958e-07 4.459863783642943155e-21
8.931000051983582699e-07 3.884218825146998194e-21
9.139091774144351040e-07 3.382876375002659071e-21
9.352033091524969490e-07 2.946241023654553826e-21
9.569934699333128143e-07 2.565965215722912662e-21
9.792914926928781807e-07 2.234770120771475295e-21
1.002109019513380852e-06 1.946323660158434043e-21
1.025458074184622822e-06 1.695108817994852104e-21
1.049351062204017835e-06 1.476319490984571949e-21
1.073800961630398751e-06 1.285768032502719755e-21
1.098820941376405574e-06 1.119809016362542927e-21
1.124423025231839238e-06 9.752755191487525920e-22
1.150621908939789939e-06 8.493956968241538091e-22
1.177431906535736118e-06 7.397607505042719701e-22
1.204865996078510209e-06 6.442787468632965859e-22
1.232939064165009556e-06 5.611213968113783099e-22
1.261666951661162365e-06 4.886955321114574816e-22
1.291063972602446443e-06 4.256183992113692938e-22
1.321145967854791057e-06 3.706827634535293474e-22
1.351928014868898579e-06 3.228390540255523016e-22
1.383428053902568211e-06 2.811695414679158382e-22
1.415661925821728374e-06 2.448785326235278511e-22
1.448646998322758736e-06 2.132715359788052472e-22
1.482400066540620063e-06 1.857445490345053626e-22
1.516940025002142425e-06 1.617701895914393700e-22
1.552285004818931750e-06 1.408901153658374223e-22
1.588452946248785970e-06 1.227053581055480143e-22
1.625464079795180526e-06 1.068675289108150322e-22
1.663336918277333311e-06 9.307414533097057286e-23
1.702093028175363867e-06 8.106083457944072117e-23
1.741752067431328734e-06 7.059813821632598813e-23
1.782335029963928130e-06 6.148591615251140829e-23
1.823862909691862909e-06 5.354994460286729139e-23
1.866358990779509737e-06 4.663817719917291498e-23
1.909845412268408117e-06 4.061850063781267594e-23
1.954344885761515390e-06 3.537581731827890592e-23
1.999880695423209072e-06 3.080986236238422269e-23
2.046477652248317077e-06 2.683322304042790981e-23
2.094160567231667745e-06 2.336983431102262789e-23
2.142956159906151568e-06 2.035337476874278379e-23
2.192885424190470884e-06 1.772642601166594823e-23
2.243980805231707308e-06 1.543841506968426553e-23
2.296265205486625753e-06 1.344578038216645841e-23
2.349767253026181409e-06 1.171035287654291529e-23
2.404517484459393738e-06 1.019887444430590253e-23
2.460542619319153656e-06 8.882503473418537061e-24
2.517873194214481473e-06 7.736036457366750446e-24
2.576539745754394956e-06 6.737542131983219787e-24
2.636572810547914412e-06 5.867930203093856838e-24
2.698004833742121883e-06 5.110557072425465980e-24
2.760868260484100677e-06 4.450938119517702652e-24
2.825197444458996261e-06 3.876447981732854332e-24
2.891024830813893214e-06 3.376113508305193703e-24
2.958384773233936578e-06 2.940365081911774557e-24
3.027315442480400786e-06 2.560851799486792473e-24
3.097853100776495575e-06 2.230318780712551379e-24
3.170032101807368951e-06 1.942456580910508880e-24
3.243894433410420079e-06 1.691743413267792344e-24
3.319476357808861238e-06 1.473393834007990467e-24
